Start Timestamp;End Timestamp;Transcript
06:17,940;06:24,740;I bet there are fancy graphics Andy yeah I mean it's the same sound bite from mom that he's been
06:24,740;06:30,340;been using for fucking three and a half years now. Naughty boy, right?
06:30,340;06:30,940;That's right.
06:30,940;06:34,940;Very naughty. Brilliant.
06:34,940;06:38,340;They're all new ones. Don't you Andy that we haven't heard yet?
06:38,340;06:40,340;Yeah, we're going to save those.
06:40,340;06:41,340;Okay.
06:41,340;06:42,740;But yeah, those will be coming up.
06:42,740;06:46,540;Don't you worry about it, but speaking of things we haven't talked
06:46,540;06:49,240;about talk about these Steelers.
06:49,240;06:52,540;Well, this is a let's talk about this rate this game that if
06:52,540;06:53,940;we're on the topic of the rating system.
06:53,940;06:55,540;Yes, this is.
06:55,540;06:57,260;It is a name, a hidden gem, right?
06:57,260;06:58,580;Because that was one of the.
06:58,580;07:01,180;Yeah, that was right below name game.
07:01,180;07:03,660;What would you call it?
07:03,660;07:05,220;The flu game.
07:05,220;07:08,020;Oh, that's not bad.
07:08,020;07:10,180;I don't know the Brady flu game.
07:10,180;07:12,140;OK, yeah. Yeah, yeah.
07:12,140;07:14,900;I think you got to put a poll out there
07:14,900;07:16,940;and people can recognize what game it is.
07:16,940;07:18,260;OK, all right.
07:18,260;07:19,060;I will do that. Yeah.
07:19,060;07:23,340;Let me let me make note of that because I have ADHD
07:23,340;07:25,340;And I will forget if I don't.
07:25,340;07:26,980;You know, look that sick.
07:26,980;07:27,880;He did not look sick.
07:27,880;07:28,940;He did not look at all.
07:28,940;07:30,680;And this burger looked sick.
07:30,680;07:33,420;Yeah, but not the good kind of sick, the bad kind of sick,
07:33,420;07:36,080;the flu kind of sick hung over.
07:36,080;07:41,920;To spend too much time in the barroom bathrooms.
07:41,920;07:43,620;Kind of sick.
07:43,620;07:47,320;To fire.
07:47,320;07:49,260;No, that's not fair game.
07:49,260;07:53,240;That's maybe it was not too long after this airing of this here.
07:53,240;07:57,960;He was flying on top of the world, but I did remember a little differently. I remember,
07:57,960;08:04,200;I thought Big Ben was like, lighten it up this year. But they were talking in the game that
08:04,200;08:07,400;he hadn't, he'd really cooled off during the season.
08:07,400;08:16,760;Exactly. Yeah. He, it was one of those things where he hadn't lost, but it's almost like
08:16,760;08:24,040;defenses had figured him out at this point. And so his his splits, I think I have him
08:24,040;08:30,840;somewhere. His splits were like, not great. Second, how many is split in the splits? All right.
08:30,840;08:35,240;Let's hear some fucking splits. Do you want some splits? All right. Let me,
08:35,240;08:38,600;I'm pretty sure I took a screenshot of this. So watch this. Okay. Here you go. Hitting the
08:38,600;08:45,400;rookie wall this season. First 11 games completion percentage 67.7 not too shabby last five games,
08:45,400;08:52,280;59.4 not so great touchdown interception ratio 14 to 6 first 11 games now it's 4 and 9
08:52,280;08:59,560;his last one has four touchdowns nine interceptions so his passer rating went from 103.2 to 65.7
08:59,560;09:07,400;and they also had i thought was actually kind of a impressive stat for um you know who are the
09:07,400;09:14,680;commentators in this gym dance yeah that was a film yeah i just made it up um
09:14,680;09:18,880;Yeah, so they came out and said that because.
09:18,880;09:22,640;Ross's burgers first pass in this game was like a third play
09:22,640;09:25,440;of the game was an interception to.
09:25,440;09:28,520;Greg Brown Jean Wilson Eugene.
09:28,520;09:33,280;And so that was the first throw of the game for him was
09:33,280;09:37,080;interception and they said in seven of his 15 games that he's
09:37,080;09:39,960;played, he's been picked off within the first four throws of
09:39,960;09:40,360;the game.
09:42,080;09:44,360;Which is kind of bananas.
09:44,360;09:47,480;And he also has eight interceptions in his last 87 attempts.
09:47,480;09:48,620;So he has cooled off.
09:48,620;09:50,120;That is bad.
09:50,120;09:53,180;He also won eight to three picks in this game.
09:53,180;09:55,100;Should have shown from five.
09:55,100;09:56,040;Oh yeah.
09:56,040;10:00,260;I wrote down that, um, uh, uh, a Sante Samuel was dropping interceptions
10:00,260;10:03,680;like he's practicing for the giant super bowl because he could have
10:03,680;10:05,480;had three easily by himself.
10:05,480;10:07,980;And this first one was one of them.
10:07,980;10:11,180;It hit him right in the hands and he bobbled it straight up in the air,
10:11,180;10:13,820;fell over and Eugene Wilson dove and caught it.
10:13,820;10:17,260;Rob Thiberg has a really bad throws in this game,
10:17,260;10:22,740;but he, but he still hasn't lost the game in 27 games dating back to college.
10:22,740;10:26,100;Right. Yeah. Where'd you go to college, Steve?
10:26,100;10:28,460;Miami of Ohio.
10:28,460;10:30,140;Yeah. The shitty Miami.
10:30,140;10:34,580;Steve nicely done. I did not think you were getting that.
10:34,580;10:36,420;You would go to Miami of Ohio.
10:36,420;10:39,460;You probably thought it was the other Miami. He's like, yeah, he definitely did.
10:40,140;10:42,220;Hey guys, we're going to university. I'm a heavy dude.
10:42,220;10:45,580;I'm going to get so many bitches there. It's going to be party nonstop.
10:45,580;10:47,660;Guys, where's the beach?
10:47,660;10:52,580;Went to the U has some dude in his neighborhood go accidentally to Miami,
10:52,580;10:56,180;Ohio and apply and accepted and then had to do his freshman year there before he
10:56,180;10:57,020;transferred.
10:57,020;11:01,780;I bet that happens all the time. Yeah. Oh my God.
11:01,780;11:07,780;Oh also Ben Ross burgers first ever throw in his first ever start was an
11:07,780;11:11,700;interception. So true to form. Good throw in peace.
11:11,700;11:12,700;Rookie of the year.
11:12,700;11:17,700;Was it he was officially? Yeah. Yeah. Offensive rookie of the
11:17,700;11:18,100;year.
11:18,100;11:23,700;But I think the criticism that he wasn't getting is a lot that
11:23,700;11:28,500;you see the criticism that Mack Jones got last year as a rookie.
11:28,500;11:33,620;Because the Steelers team had I think it was a second ranked
11:33,660;11:38,780;rushing offense in the league because they had the deuce is
11:38,780;11:42,620;loose. Exactly. So they had deuce Staley, who started off the
11:42,620;11:47,300;season as a starter because Betis was getting old and actually
11:47,300;11:50,660;got hurt in the first Patriots game week eight on Halloween.
11:50,660;11:56,700;When the Steelers blew the doors off the pads. And then the
11:56,700;12:01,140;bet the bus drone Betis was, you know, rested and healthy for
12:01,140;12:03,900;first half of the season. So he started running really well. So
12:03,900;12:06,780;they showed some stat where do Staley had the majority of the
12:06,780;12:10,300;yards, but he had one touchdown in the season and Jerome
12:10,300;12:12,940;Betis had like a quarter of the yards that he had, but he had
12:12,940;12:15,300;14 rushing touchdowns on the season.
12:15,300;12:16,860;That makes sense.
12:16,860;12:19,660;Right? Exactly. Yeah. And then even the commoners like most of
12:19,660;12:23,060;those touchdowns are probably within one yard. It was that
12:23,060;12:23,500;season.
12:23,500;12:26,300;Yeah, fantasy honors nightmare.
12:26,300;12:28,740;Yeah, yeah, yeah. Only either of those.
12:29,180;12:31,860;Do Staley sees a on hard knocks this year.
12:31,860;12:33,780;Is he coaches?
12:33,780;12:35,400;A fucking psychopath, dude.
12:35,400;12:36,980;Color me short.
12:36,980;12:41,700;The whole, the whole staff of the lions is all ex players.
12:41,700;12:44,280;It's like, remember Aaron Glen from the jets.
12:44,280;12:47,260;Oh, the one that Mike Mel thought was in the hall of fame.
12:47,260;12:47,460;Yeah.
12:47,460;12:50,700;He's there still time.
12:50,700;12:52,820;Yeah.
12:52,820;12:53,700;Could get him for coaching.
12:53,700;12:54,260;Yeah.
12:54,260;12:55,740;He's the defensive coordinator.
12:55,740;12:58,340;And then I think do Staley is the offensive coordinator.
12:58,580;13:02,340;Oh God, that team is either going to be, I think it's going to be exciting to watch.
13:02,340;13:02,860;Yeah.
13:02,860;13:08,180;I think they're probably going to be like the nineties Cowboys where they're just
13:08,180;13:12,620;the most penalized team or not, not the Cowboys, the, um, the Raiders, the most
13:12,620;13:14,420;penalized team, but don't give a fuck about it.
13:14,420;13:16,300;They're Dan Campbell rules.
13:16,300;13:19,740;He is batshit insane, like legitimately insane.
13:19,740;13:20,700;He's awesome.
13:20,700;13:26,940;It's probably a terrible coach, but well, he gave his, he gave his players a
13:26,940;13:31,380;players only practice the other day. Like you set all the coaches home and just like
13:31,380;13:34,860;sat there and watch from the bleachers or something and just like let them practice
13:34,860;13:35,860;themselves.
13:35,860;13:41,700;Yeah, they probably just did like tick tock dances all practice and shit. Yeah, but imagine
13:41,700;13:45,700;what they're gonna do when they score a touchdown. Those celebrations, those choreographed celebrations
13:45,700;13:47,740;are gonna be on point.
13:47,740;13:50,740;That's you're implying that they're gonna score touchdowns this year, Andy.
13:50,740;13:53,460;Hey, everybody gets lucky.
13:53,460;13:54,620;- What is the least amount of touchdowns
13:54,620;13:55,860;the team has ever scored?
13:55,860;13:58,220;- I don't know.
13:58,220;13:59,060;- I don't either.
13:59,060;13:59,980;I'm asking the stat check guy,
13:59,980;14:02,340;but he's not reaching for his computer
14:02,340;14:03,780;so I guess I don't even know.
14:03,780;14:07,260;If you know, tweet at us and let us know
14:07,260;14:10,300;what the least amount of touchdowns ever scored was.
14:10,300;14:12,820;- I bet Julian never did.
14:12,820;14:14,620;- I bet it was like one of those like 60s.
14:14,620;14:15,580;- His producer knows.
14:15,580;14:16,980;- We need a producer.
14:16,980;14:18,180;- We do need a producer.
14:18,180;14:20,860;But we have an intern.
14:20,860;14:22,980;We should probably have him on in the background
14:22,980;14:26,440;looking to shut up. We'll have him on at some point.
14:26,440;14:30,320;No front center. All right. Yeah. Get Tim on here.
14:30,320;14:35,720;We will a week one of 2005 is when you can look forward to seeing Tim on the
14:35,720;14:40,840;shout out Tim shout out Tim. All right. Uh, let's see other Steelers of note.
14:40,840;14:46,480;Are there any number one, Rick defense in the league points and yards.
14:46,480;14:49,480;Correct. Yep. Absolute steel curtain sort of thing.
14:50,880;14:51,720;against the run, right?
14:51,720;14:56,480;Real good against the run. Yeah. Um, which you could see in this game, uh,
14:56,480;14:58,080;and actually the last time the Patriots played them,
14:58,080;15:03,360;they tied the record for least amounts of rushing attempts in a game
15:03,360;15:06,320;with six because
15:06,320;15:10,280;it's something like that. Yeah. Cause Corey Dillon was injured for that game.
15:10,280;15:15,200;So they were back in this one. And I have to say, um,
15:15,200;15:17,880;I enjoyed this game so much. I kind of watch it twice.
15:18,880;15:23,440;I watched the regular version on YouTube, and then I also watched the three games of glory version.
15:23,440;15:30,920;And the, the, you know, the NFL films, like narrator guy who does it was throwing some bombs.
15:30,920;15:32,840;Like it was here.
15:32,840;15:33,520;Let me, uh,
15:33,520;15:35,080;I didn't say anything.
15:35,080;15:39,240;And it was actually the video quality in the three games of glory is significantly.
15:39,240;15:39,980;So good.
15:39,980;15:40,200;Yeah.
15:40,200;15:41,040;It's like, it's high def.
15:41,040;15:41,800;Oh yeah.
15:41,800;15:47,680;Um, so this is talking about the, uh, halftime, like going into
15:47,680;15:49,040;halftime with the Steelers.
15:49,040;15:53,840;So for the defending world champion, the Steelers predicted they would beat the
15:53,840;15:59,980;stuffing out of the Patriots, but with a 21 point lead, it was the Patriots doing
15:59,980;16:00,640;the stuffing.
16:00,640;16:03,040;Cheers.
16:03,040;16:06,000;Oh, she stayed on the fucking cutting room floor.
16:06,000;16:08,120;Absolutely not.
16:08,120;16:09,520;This is amazing.
16:09,520;16:11,080;The Steelers like a Thanksgiving turkey.
16:11,080;16:12,880;Gobble, gobble, bitch.
16:12,880;16:17,240;It was the Steelers getting pounded in the ass.
16:17,240;16:22,240;And this is the one that triggered my memory.
16:22,240;16:26,640;It was, for those that can't see it, because this is obviously an audio medium.
16:26,640;16:31,400;Others, it's a, the video is a Steelers fan holding a sign that says Corey who?
16:31,400;16:33,920;Because Corey Dillon didn't play in the last game.
16:33,920;16:35,320;And this is the voiceover.
16:35,320;16:38,800;On Halloween, Pittsburgh didn't get a glimpse of Corey Dillon.
16:38,800;16:44,680;Now, after a long hard look, they will likely remember his last name.
16:44,680;16:48,140;[MUSIC]
16:48,140;16:50,680;>> You guys just spell out CBS on a sign, too.
16:50,680;16:52,600;I can't make it out, it's like Cory better or something.
16:52,600;16:55,160;>> Yeah, stay home or something, yeah.
16:55,160;16:58,960;>> Then this was, I think, in the fourth quarter.
16:58,960;17:04,360;The Patriots up by two touchdowns and the Steelers got sick.
17:04,360;17:08,200;>> Inexplicably, the Steelers continued to preem,
17:08,200;17:10,920;despite sitting on a 14-point deficit.
17:10,920;17:12,840;Patriots now taking their time.
17:12,840;17:15,120;- That sounds about right.
17:15,120;17:19,240;- Which we've seen in past games with like the Steelers
17:19,240;17:20,760;getting their doors blown off by the Patriots.
17:20,760;17:24,160;I think like whatever that week one game was in 2003,
17:24,160;17:27,520;maybe where the Patriots came out and stomped them or 2002.
17:27,520;17:28,880;After yeah, after it was 2002,
17:28,880;17:33,160;after the after the Patriots beat him in Pittsburgh
17:33,160;17:35,680;the year before, they opened the season against them
17:35,680;17:36,800;and the Patriots blew their doors off
17:36,800;17:39,920;and they were still like celebrating tackles for loss
17:39,920;17:41,240;and something like in the fourth quarter.
17:41,240;17:42,480;- It's Joey Porter.
17:42,480;17:44,520;Yeah, yeah, that's right. It was Joey Porter. Yeah.
17:44,520;17:47,460;He's an idiot, but the whole team is like that. Oh yeah.
17:47,460;17:49,140;Specifically Joey Porter.
17:49,140;17:54,660;And they, uh, they actually had James Farrier mic'd up for this game.
17:54,660;17:59,400;And he, like, he, you could just like at the beginning was so hyped and he was
17:59,400;18:03,360;obviously like the, the type of guy who was super hyped, like all the time,
18:03,360;18:07,020;you know, he was like the hype guy for the team. Um, like the, you know,
18:07,020;18:11,660;the energy guy and like even at halftime, he was like, guys, we can't go out like
18:11,660;18:13,420;this, this isn't how it's going to end.
18:13,420;18:16,780;They came out and got stomped in second half too.
18:16,780;18:20,540;And he was just like, you could just like slowly see him kind of melting
18:20,540;18:21,860;down throughout the entire game.
18:21,860;18:22,780;It was fantastic.
18:22,780;18:24,460;It was funny to watch him shut the fuck up.
18:24,460;18:24,700;Yeah.
18:24,700;18:28,980;Just like getting less and less enthusiastic all the way through,
18:28,980;18:31,100;which you could tell is really hard for him.
18:31,100;18:33,620;Is this Troy Paul Amalu rookie year?
18:33,620;18:35,740;Because the second year.
18:35,740;18:38,260;Yeah, I thought they said it was his rookie year and going to
18:38,260;18:39,100;- It's a second.
18:39,100;18:39,920;- It's a second.
18:39,920;18:40,760;- It's a second.
18:40,760;18:43,100;- He was rookie of the year last year, right?
18:43,100;18:44,100;- Something like that.
18:44,100;18:46,020;- I think he was.
18:46,020;18:49,300;- No, I don't think he actually even started last year
18:49,300;18:52,260;'cause I looked it up in like, in 2003,
18:52,260;18:55,700;he played 16 games that didn't start any.
18:55,700;18:57,860;So this is his first year as a starter.
18:57,860;18:59,020;- He's a pro-roller.
18:59,020;19:00,660;- Yeah, and like an all pro too, I think.
19:00,660;19:02,380;This was his coming out year.
19:02,380;19:06,780;But he got played like a fiddle by Tom Brady
19:06,780;19:09,860;on the first touchdown pass, which we should probably talk about.
19:09,860;19:13,500;Well, you want to want to give a quick rundown of final score?
19:13,500;19:20,980;Yeah. All right. Give it to me. Patriots win 41 to 27.
19:20,980;19:26,940;And it wasn't that close up 24, three at halftime still has made a kind of a run
19:26,940;19:33,940;in the second half. Yeah. Within two to five yards of making a one score game.
19:35,540;19:37,540;And then the put it pats put him to bed.
19:37,540;19:38,180;Yeah.
19:38,180;19:40,500;So really wasn't that close.
19:40,500;19:43,820;No, it never felt like it was getting away from him.
19:43,820;19:44,700;Yeah.
19:44,700;19:45,060;Yeah.
19:45,060;19:45,420;Yeah.
19:45,420;19:48,940;And I mean, the pay one points against the number one ranked defense in the league.
19:48,940;19:53,820;When this isn't really an offensive team is pretty impressive.
19:53,820;19:54,380;Right.
19:54,380;19:57,940;It was actually, um, they said it.
19:57,940;19:59,420;No, I have it.
19:59,420;20:02,720;They, the Steelers defense allowed more points in this game than in
20:02,720;20:04,300;their previous five games combined.
20:04,300;20:06,100;I think it was a steal.
20:06,100;20:10,560;I mean, Big Ben gifted the Patriots at least 10 points with the
20:10,560;20:13,340;intermediate interception and the pick six.
20:13,340;20:13,940;Yeah.
20:13,940;20:14,900;Yeah.
20:14,900;20:15,900;Big Ben was bad.
20:15,900;20:16,540;Yeah.
20:16,540;20:19,740;Three interceptions looked lost.
20:19,740;20:23,140;But the whole Steelers team, like they, so they go for it on fourth,
20:23,140;20:27,180;fourth in a yard way early on the Patriots 40.
20:27,180;20:28,740;They don't get it.
20:28,740;20:28,980;Yeah.
20:28,980;20:29,580;Big best.
20:29,580;20:30,860;The bus gets stuffed.
20:30,860;20:31,500;Yeah.
20:31,500;20:34,500;And immediately they throw that bomb 60 yards the other way.
20:34,500;20:34,940;Yeah.
20:34,940;20:36,380;The defense let them down.
20:36,380;20:37,340;Betts let them down.
20:37,340;20:38,760;Big Ben let them down.
20:38,760;20:39,900;They're all just shit.
20:39,900;20:43,940;It was a loud crowd and it first play big Ben interception field goal.
20:43,940;20:44,860;Second drive.
20:44,860;20:47,000;Don't get a fourth down conversion.
20:47,000;20:49,040;Immediate next place 60 yard touchdown.
20:49,040;20:52,200;You're down 10 nothing and really never recovered.
20:52,200;20:55,440;Then you kind of get a little close and Big Ben throws a pick six and it's like,
20:55,440;20:56,940;well, yeah, yeah.
20:56,940;20:59,320;As you're driving like in the second half in the second quarter,
20:59,700;21:04,860;before the half. Yeah, it was actually if you think about it
21:04,860;21:09,660;kind of similar to that land a Super Bowl, right? Google
21:09,660;21:13,900;Liguertt but fumbles. The way comp Brady's pick six or Robert
21:13,900;21:16,540;Alford and you're like 24 three or whatever it was.
21:16,540;21:18,860;I was thinking that yeah, and you're down 24 three and so
21:18,860;21:21,220;28 three when I saw that score. I'm like, that's it's kind of
21:21,220;21:24,740;similar actually at the half. Yeah, but most dangerous lead in
21:24,740;21:29,180;sports. 28. Yeah. If you're in the
21:29,180;21:31,940;the Patriots just kept pouring on because Corey, they thought Corey Dylan,
21:31,940;21:34,280;they just kept feeding him the ball. He's wear them down.
21:34,280;21:39,640;I thought that too, but I actually, if you look at it, Corey Dylan didn't have a
21:39,640;21:44,600;great day. He had one good run. It's a 25 yard touchdown run, which again,
21:44,600;21:49,100;I think came at a kind of a sneaky,
21:49,100;21:54,440;pivotal moment where the Steelers had just scored a touchdown.
21:55,040;21:59,360;Patriots were third and like 17 or something like that.
21:59,360;22:04,320;And then they tried a screen pass to Kevin Falk, but he got held like blatantly.
22:04,320;22:08,020;And so they got a five yard defensive holding call, got a first down.
22:08,020;22:14,320;And then I think it was the next play through it to Givens who caught the ball,
22:14,320;22:18,080;fumbled it as he went down and steals recovered it.
22:18,080;22:23,760;But then there was a late hit on a stealer, uh, on a Patriot after the play was
22:23,760;22:25,800;over, but the series like we don't give a fuck we got the
22:25,800;22:29,640;ball back. But then the play got overturned, because givens knee
22:29,640;22:33,500;was down, and they tacked on the 15 yards. So that was like first
22:33,500;22:38,440;in person 10 from the 25. Next play, Corey Dillon 25, our
22:38,440;22:41,400;touchdown run. And that was just like an absolute backbreaker for
22:41,400;22:42,080;that defense.
22:42,080;22:46,080;See, I disagree. Really? You see, he didn't have a good
22:46,080;22:50,320;game 75 yards that game changing touchdown. And then he was also
22:50,320;22:54,080;like they were so keyed on Corey Dillon, the defense, I would
22:54,080;22:56,620;agree with their play of the game, they come out and run and
22:56,620;22:59,440;end around and it works really well because they're all geared
22:59,440;23:02,400;to where it's talking Corey Dillon and then to put the game
23:02,400;23:06,100;absolutely away with that final touchdown, they did run the same
23:06,100;23:08,920;play again because everybody's ready for Corey Dillon's run and
23:08,920;23:12,720;they said, got you twice, bitch. It's true. Yeah. But Corey
23:12,720;23:17,160;Dillon also 24 carries 73 yards, which is about three yards carry.
23:18,080;23:23,080;So like his are his yards were hard earned. The bus who you
23:23,080;23:28,160;think didn't have a good game. 17 carries 64 yards. So about the
23:28,160;23:28,560;same.
23:28,560;23:31,240;There's some bullshit stuff at the end there.
23:31,240;23:34,360;Oh, yeah, yeah, there was. I don't think that was him. I
23:34,360;23:35,760;think that was the deuce daily.
23:35,760;23:41,800;Although deuce daily 10 carries 26 yards. Not great. Not not
23:41,800;23:45,520;great running. In general. I think the lone bright spot was
23:45,520;23:50,000;Kevin Falk 17 yard run in the fourth quarter there. And he had,
23:50,000;23:53,960;he had a fourth down conversion. The Patriots ran on fourth and one with Kevin
23:53,960;23:58,760;Falk to the exact same side that the bus got stopped to the left side of the line,
23:58,760;24:03,440;which I thought was a circle in, um, Falk picked it up because of course he did.
24:03,440;24:07,720;That's one of those play calls. If it goes wrong, Greg's real mad about it.
24:07,720;24:10,680;I didn't see that one.
24:10,680;24:13,800;The audacity of Bill Belichick.
24:13,800;24:17,240;Running the third down back on fourth and one from the shotgun.
24:17,240;24:24,600;Well, you know, like there was a play that to get on the Patriots play calling here.
24:24,600;24:25,400;Here we go.
