Start Timestamp;End Timestamp;Transcript
01:38,680;01:39,520;"Great."
01:39,520;01:40,600;"Thank you for having me on."
01:40,600;01:41,960;"I want to say I'm a big fan."
01:41,960;01:44,840;"Uh, I've listened to every episode, believe it or not."
01:44,840;01:45,680;"God damn it."
01:45,680;01:46,640;"Yeah, I don't believe that."
01:46,640;01:48,120;"No, it's true."
01:48,120;01:52,400;"I have a half hour commute so like I can get through basically an episode and a half"
01:52,400;01:54,320;"on two drives to and from work."
01:54,320;01:55,120;"So."
01:55,120;01:56,280;"- Oh yeah."
01:56,280;01:57,840;"- And I also love the Patriots that I love,"
01:57,840;01:59,960;"like I was talking Andy earlier that,"
01:59,960;02:01,800;"like I love looking at, you know,"
02:01,800;02:05,000;"players from, players stats from like the 80s, 90s and stuff."
02:05,000;02:07,640;"I'm kind of a stat head myself, like,"
02:07,640;02:08,640;"just love it all really."
02:08,640;02:10,000;"So."
02:10,000;02:12,080;"- All right, I have so many questions."
02:12,080;02:12,920;"- Yeah."
02:12,920;02:13,760;"- I really do."
02:13,760;02:14,600;"- Okay."
02:14,600;02:16,760;"- 'Cause I legit thought Andy was lying."
02:16,760;02:17,600;"(laughing)"
02:17,600;02:19,760;"Until like just when we nuts on your face."
02:19,760;02:21,880;"And honestly, you could be just some duty hired."
02:21,880;02:22,720;"I don't know."
02:22,720;02:23,560;"(laughing)"
02:23,560;02:24,400;"I wouldn't put that above Andy,"
02:24,400;02:28,320;"We'll see if I got my money's worth. Yeah. How did you find out?"
02:28,320;02:33,960;"Mostly because like I said half hour commute to work nowadays"
02:33,960;02:37,320;"Started a new job in July"
02:37,320;02:41,760;"I was originally living I grew up in Maine and I just moved to Massachusetts in July"
02:41,760;02:44,280;"I was looking for a podcast"
02:44,280;02:47,840;"Plus to you on those like longer ish commutes"
02:47,840;02:51,040;"and I"
02:51,160;02:55,800;"I found just stumbled upon it and I was just like this is awesome going all the way from like 2001"
02:55,800;03:02,040;"Probably dating myself, but like I was 10 years old when the 2001 season started so"
03:02,040;03:09,560;"um that was like the pinnacle like me starting to become a fan of of knowing the sports and especially the Patriots"
03:09,560;03:11,240;"so"
03:11,240;03:13,240;"I was cooked. Yeah"
03:13,240;03:18,200;"Have had all the super bowl highlight DVDs from like 2001 3 and 4 and even to now"
03:18,600;03:22,360;"three games to glory. Exactly. And I read them over and over."
03:22,360;03:27,480;"Christmas baby. Yeah, we did. We used to get those for Christmas. One of us we"
03:27,480;03:31,400;"got from Santa Claus. It was a gift to all of us. It was. Absolutely."
03:31,400;03:39,880;"Yeah, those are great. All right. So did you listen to the first episode first or did you"
03:39,880;03:44,280;"know? And you can listen to that one. He said, you know what? I should listen to more of these."
03:46,120;03:47,640;"He's the one. He's the only one."
03:47,640;03:50,600;"Him and Ma."
03:50,600;03:54,440;"I was like, I was just sort of intrigued at first at the first,"
03:54,440;03:58,840;"with the first episode. I was like, okay, they're going to just like kind of like touch on this"
03:58,840;04:02,680;"and then like kind of move on, but like the dossier hole. And I was like, no, it's the whole game."
04:02,680;04:06,040;"So, but I ended up enjoying that still."
04:06,040;04:11,640;"And you guys got to go in depth sometime with some of the things I kind of forgot from those games."
04:11,640;04:14,680;"Yeah, that's kind of the reason I started this was because"
04:14,680;04:21,120;"Because for the website, I was going back and pulling highlight clips from all the games."
04:21,120;04:22,120;"Yeah."
04:22,120;04:24,200;"And I'd be pulling, you know, like Tom Brady touchdown pass."
04:24,200;04:28,240;"I have to go through like every game and just pull those couple of plays."
04:28,240;04:31,480;"And as I'm doing that, I'm watching some of like the plays in these games."
04:31,480;04:33,560;"I'm thinking, this game is great."
04:33,560;04:34,560;"Why don't I remember it?"
04:34,560;04:35,560;"Right."
04:35,560;04:39,560;"Like random Thursday night jets games where the game ends in a brawl and shit like that."
04:39,560;04:40,560;"I'm like, I don't remember."
04:40,560;04:42,120;"This is fantastic."
04:42,120;04:47,400;"So it took me forever to convince the brothers that it was an idea as I thought."
04:47,400;04:49,200;"Yes, Andy, I took you two fucking minutes."
04:49,200;04:50,200;"You want it?"
04:50,200;04:51,200;"Greg doesn't know."
04:51,200;04:52,200;"I was like, all right, sure."
04:52,200;04:55,400;"You already have the microphone off of your shit."
04:55,400;04:56,400;"All right."
04:56,400;04:57,880;"That's a state though."
04:57,880;04:59,680;"God, I should have thought that through."
04:59,680;05:00,680;"Yeah, you should have."
05:00,680;05:01,680;"There we are."
05:01,680;05:02,680;"Yeah."
05:02,680;05:07,120;"I have a lot of notes about this game, including a request for you on your website."
05:07,120;05:08,120;"Oh."
05:08,120;05:09,120;"Yeah."
05:09,120;05:10,120;"And I don't think you'll be able to solve it."
05:10,120;05:14,160;"that maybe your friend from Reddit can challenge accepted."
05:14,160;05:15,160;"Okay."
05:15,160;05:21,800;"So yes, we should get into this game because this was one of those games where I'd forgotten"
05:21,800;05:26,160;"about and it's one of those games that I think you can also name as well."
05:26,160;05:27,160;"Yes."
05:27,160;05:28,640;"This is the two and two together."
05:28,640;05:29,640;"Me neither."
05:29,640;05:33,280;"I didn't realize this was a Patre's game, but this is the kissing Susie Colbo game."
05:33,280;05:34,280;"Right."
05:34,280;05:36,320;"Which I knew about that happening."
05:36,320;05:37,920;"I didn't realize it was this game until."
05:37,920;05:42,540;"It was the all time greatest sideline interview ever."
05:42,540;05:44,260;"And ever it will be hands down."
05:44,260;05:47,600;"Well, maybe not ever will be people are crazy, but definitely ever."
05:47,600;05:53,920;"In any, I mean, it's, I mean, name a, a more memorable sideline moment."
05:53,920;05:56,160;"The only one I can think of is that guy."
05:56,160;06:00,480;"He was like a Monday night game and he was, um,"
06:00,480;06:03,800;"it's in the Broncos."
06:04,840;06:09,440;"Bronco's a playing and the guy was supposed to interview the head coach"
06:09,440;06:10,600;"wherever it was at the time."
06:10,600;06:12,740;"See, the fact that it's taking you so long,"
06:12,740;06:17,360;"gave him say this, remember it means no, because you can just say, I want to kiss"
06:17,360;06:20,400;"you and everyone knows exactly what we're talking about."
06:20,400;06:21,080;"It's true."
06:21,080;06:21,560;"It's true."
06:21,560;06:26,760;"But he was like, he's having the time of his life and the right to because it"
06:26,760;06:29,800;"was ESPN's 200th broadcast."
06:29,800;06:34,440;"So they have this was a cool actual like highlights from all the different"
06:34,480;06:35,880;"Primetime games they've done."
06:35,880;06:38,400;"Yeah, I really didn't think they had to do."
06:38,400;06:43,240;"They had to do some fucking there was some huge games that happened."
06:43,240;06:45,800;"Well, it was just the great."
06:45,800;06:53,040;"It was the ESPN's 200th NFL game that they broadcast and they put up a poll."
06:53,040;06:58,200;"What was the greatest feat in an ESPN NFL game, which, you know, it's like, okay, cool."
06:58,800;07:05,520;"But it was the options where Sean Alexander scoring five touchdowns and a half."
07:05,520;07:14,960;"Fucking bananas. Flipper Anderson setting the all time receiving yards in a game record with like"
07:14,960;07:22,560;"306. Is that still Stan? Yeah. That's really. I'm pretty sure he still has it because that's"
07:22,560;07:27,760;"one of those like trivia questions that nobody gets right because the fuck is Flipper Anderson."
07:28,560;07:41,240;"I thought Calvin Johnson might have gotten close. Maybe he just got close. I think he's probably second. Yeah. Yeah. All right. I keep going. That's right. It is. Calvin Johnson's 329. 336. He wasn't even that close. Yeah."
07:41,240;07:46,920;"And then Derek Thomas had a six sack game, which wasn't his best."
07:46,920;07:53,760;"Peyton Manning threw six touchdowns in 2000 in this season, earlier in the season against the Saints."
07:54,480;07:59,520;"And then something to do with Jerry Rice, which Sean Alexander won the fan vote."
07:59,520;08:07,680;"All right, but let's get, let's give the people what they want. They want the, I want to kiss you."
08:07,680;08:12,480;"Let's not even tease it out. Let's go right for it. All right, so we're gonna, we're just"
08:12,480;08:16,640;"going to listen to tease it. So here you go. Because I have thoughts."
08:16,640;08:19,520;"What does it mean to you now on the team to struggle like?"
08:20,560;08:22,320;"It's all going to kiss you."
08:22,320;08:25,720;"I couldn't care less about the team struggling."
08:25,720;08:30,080;"What we know is we can improve."
08:30,080;08:33,240;"Chad, Miss Chad Pennington, our quarterback,"
08:33,240;08:36,200;"missed the first part of the season."
08:36,200;08:39,360;"And we struggled."
08:39,360;08:41,040;"We're looking to next season."
08:41,040;08:45,080;"We're looking to make a noise now."
08:45,080;08:47,280;"And I want to kiss you."
08:47,280;08:48,040;"Thanks, Joe."
08:48,040;08:50,040;"Yeah, huge compliment."
08:50,040;08:52,520;"Joe name it part of the fourth decade."
08:52,520;08:56,920;"Struggling, struggling, struggling."
08:56,920;08:57,600;"You."
08:57,600;08:58,360;"Thanks, Joe."
08:58,360;08:59,120;"Yeah."
08:59,120;09:00,440;"Huge compliment."
09:00,440;09:02,080;"Joe."
09:02,080;09:02,840;"I wish--"
09:02,840;09:05,560;"does anyone work out what he said as she's talking over him"
09:05,560;09:08,000;"because there's probably gold in there too."
09:08,000;09:09,240;"I tried-- I tried."
09:09,240;09:11,080;"I listened to it a bunch of different times, as you can see."
09:11,080;09:13,280;"I have it queued up, and I can go back."
09:13,280;09:15,800;"But I couldn't quite catch it."
09:15,800;09:17,080;"It's just too much other noise."
09:17,080;09:21,080;"much going on. I know, but someone somewhere to get that out, which find that because I"
09:21,080;09:27,280;"love to go around. Yeah. But in like the first one, somewhat debatable. You're like, ah,"
09:27,280;09:32,840;"shucks. That's not like, he can say it's not him at all. He comes back to it though. Yeah."
09:32,840;09:37,560;"And then my favorite part is going in for a kiss though. He definitely leaned in like,"
09:37,560;09:42,240;"yeah. Yeah. Yeah. It could just, it could be loud there. Maybe he's just couldn't hear"
09:42,240;09:46,680;"the question. I don't think so. Yeah. Well, what do you double"
09:46,680;09:50,640;"down then? Oh, yeah, nevermind. He's just being weird. He's"
09:50,640;09:54,420;"drunk as shit. And then the announces what it was like Joe"
09:54,420;10:02,840;"is a it's just a happy guy. Oh boy, is he happy? It was so"
10:02,840;10:05,680;"awkward when they went back to the booth. Yeah, gotta say you"
10:05,680;10:08,280;"got a hand to Suzie though. She was a consummate professional"
10:08,280;10:11,520;"there. Like she handled that no problem. She's a pro's pro. Oh"
10:11,520;10:12,520;"Oh God, yeah."
10:12,520;10:16,560;"Unfortunately for her, I'm sure it's not the first time some drunk through on the sidelines"
10:16,560;10:17,560;"hit on her."
10:17,560;10:18,560;"Oh, yeah."
10:18,560;10:20,560;"It's just not usually a drunk Joe Nameth."
10:20,560;10:22,200;"Yeah, it's just not a good idea."
10:22,200;10:25,240;"You're interviewing for the ESPN's 200th thing."
10:25,240;10:28,920;"I couldn't care less about the team's struggling."
10:28,920;10:34,280;"Also, on that poll, they really fucked up because they should have put that because that's"
10:34,280;10:37,240;"probably the most important thing ESPN's ever broadcast, right?"
10:37,240;10:38,240;"It is now."
10:38,240;10:40,960;"the highlight of an ESPN prime time broadcast."
10:40,960;10:42,520;"It's, I want to kiss you, Susie."
10:42,520;10:43,160;"It's that."
10:43,160;10:43,680;"Yeah."
10:43,680;10:47,320;"Well, that was my best from this game."
10:47,320;10:47,680;"So."
10:47,680;10:51,000;"I think it's all of our best."
10:51,000;10:51,200;"It's."
10:51,200;10:53,120;"Oh, man."
10:53,120;10:53,680;"Yes."
10:53,680;10:57,800;"All right, you want to give it a watchability score outside?"
10:57,800;10:58,320;"Oh, yeah."
10:58,320;10:59,440;"Joe."
10:59,440;11:02,240;"Oh, I was out of jail."
11:02,240;11:02,960;"Um."
11:02,960;11:07,840;"Out of six lumbodies, I will give this."
11:07,840;11:17,440;"like a two. The game itself wasn't. I will go three actually only because Chad Pennington"
11:17,440;11:24,600;"threw five interceptions. And that was fun to watch. The same Chad Pennington who came"
11:24,600;11:28,840;"into the league with the best touchdown interception ratio."
11:28,840;11:34,320;"I am going to give it four. For the bow therefore."
11:34,320;11:35,920;"Okay, explain yourself."
11:35,920;11:39,200;"- I had, fuck the Jets."
11:39,200;11:40,040;"- Fair?"
11:40,040;11:43,920;"- Five Pennington I&T's, even though I sneaky like Pennington."
11:43,920;11:45,280;"- Yep, I agreed."
11:45,280;11:47,800;"- A fucking classic moment that you get to rewatch"
11:47,800;11:50,520;"in its entirety of like just the cringe."
11:50,520;11:53,480;"The cringe is just when you're watching it real time too,"
11:53,480;11:54,680;"there's been so much build to it."
11:54,680;11:56,320;"Oh, it's incredible."
11:56,320;11:57,880;"- Yeah, that's true."
11:57,880;12:00,440;"- And then my boy David Givens ball down too."
12:00,440;12:02,520;"- Mm, two teams out."
12:02,520;12:05,800;"Yeah, and a sweet special teams tackle. Yeah"
12:05,800;12:10,920;"I was also gonna give it a three mostly because"
12:10,920;12:17,560;"All the big names that you think of when you think of the early Patriot dynasty defensive players all showed out in this game"
12:17,560;12:23,120;"That's true. Yeah, Ray Bull had a couple of sacks. Willy McGinnis played amazing"
12:23,120;12:24,960;"Tyler"
12:24,960;12:26,960;"INT"
12:28,320;12:30,320;"textbook yeah"
12:30,320;12:36,340;"Yeah, basically everybody that you think of made it like at least one or two outstanding plays in that game"
12:36,340;12:38,760;"That's true. Yeah, not they Samuel. I think how to"
12:38,760;12:42,280;"Yeah, so"
12:42,280;12:45,120;"Yeah, that was a that's a great call. Yeah, I think"
12:45,120;12:47,760;"Is there no one who didn't really?"
12:47,760;12:54,980;"Maybe Richard he but he's something. I don't know he was a little sacks and stuff. Yeah, and you almost had that pick as well"
12:54,980;12:57,800;"Yeah, there was there was definitely a game plan"
12:57,800;13:03,440;"And for this where you could tell the pages of practice"
13:03,440;13:06,960;"jumping slant routes, like, and like linebackers,"
13:06,960;13:09,160;"and just like jumping up and trying to knock them down."
13:09,160;13:11,360;"And they intercepted almost every single one."
13:11,360;13:14,480;"But every single interception was, well, almost every,"
13:14,480;13:17,720;"was by a linebacker batting the ball straight up in the air"
13:17,720;13:21,400;"and catching it himself, which Bruce"
13:21,400;13:23,440;"he did on the first pass of the game."
13:23,440;13:23,940;"Yes."
13:23,940;13:27,740;"And then McGinnis did the exact same thing for a pick six."
13:27,740;13:30,300;"And then Richard Seymour did and almost had his own pick"
13:30,300;13:32,940;"from like the nose tackle position."
13:32,940;13:34,540;"It's like ridiculous."
13:34,540;13:36,940;"But he was just badded up to himself sort of thing though."
13:36,940;13:40,540;"That was an incredible play by now."
13:40,540;13:40,940;"Yeah."
13:40,940;13:41,940;"Oh, yeah."
13:41,940;13:43,740;"This is peak willingness right now."
13:43,740;13:44,700;"Oh, it really is."
13:44,700;13:48,940;"And he almost had the exact same play last week"
13:48,940;13:51,140;"where he dropped in coverage and almost made the exact same snag"
13:51,140;13:51,980;"but he couldn't hang on to it."
13:51,980;13:55,060;"but he caught this one and rumbled for a touchdown."
13:55,060;13:57,780;"Do you see his little head fake at the goal line though?"
13:57,780;13:58,620;"- He does good, doesn't he?"
13:58,620;13:59,920;"- On Chad Pennington?"
13:59,920;14:00,760;"- That's the best."
14:00,760;14:01,600;"- That's the best."
14:01,600;14:03,380;"- He's going to the goal line, Pennington's coming from."
14:03,380;14:05,180;"Hey, Pennington can't tackle him."
14:05,180;14:08,220;"So, whatever, he doesn't have a head fake"
14:08,220;14:10,860;"to just juke him out of his shoes and say."
14:10,860;14:12,580;"- And Pennington's like, yeah, okay, okay, okay."
14:12,580;14:14,100;"Just, you got this."
14:14,100;14:17,540;"- It was a fucking head fake, pick six."
14:17,540;14:18,460;"Awesome."
14:18,460;14:20,940;"- It was so good, but he tipped himself."
14:20,940;14:28,140;"Yeah. Yeah. I'm going to say I, I sneakily enjoyed Chad Pennington."
14:28,140;14:31,820;"Yeah, I like Pennington too. Having said that the fact that"
14:31,820;14:35,600;"fall they had no answer for the Patriots Blitz and they just blitz blitz blitz"
14:35,600;14:40,020;"blitz. I like this game. They were like coming after the quarterback,"
14:40,020;14:43,260;"which you kind of see nowadays, but you definitely didn't see a lot of back then."
14:43,260;14:48,180;"Uh, I think you did with this defense and like oh, three oh four,"
14:48,180;14:49,340;"they could do whatever the fuck they want."
14:49,340;14:53,780;"Well, this is when they start doing that when they have that three four and they have extra linebackers and they can like play"
14:53,780;14:58,480;"Willie defensive end. Yeah, slash linebacker and it makes it really hard to tell who's coming and where"
14:58,480;15:01,480;"Andy Harrison do that same thing was"
15:01,480;15:06,760;"Hybrid safety linebacker good. His timing is so good. He would just be sprinting right at the"
15:06,760;15:12,380;"Oh my god. Yeah, it was awesome. Yeah, so I don't know. I didn't think kind of got the short end of the stick here"
15:12,380;15:17,020;"That's true. He had like no time and like people in the space constantly"
15:17,220;15:22,060;"We've actually played decent. I felt like for having five inner interceptions, obviously. Yeah"
15:22,060;15:27,660;"I mean he ran for two touchdowns and this is his they mentioned in the game. I don't know if you notice they"
15:27,660;15:30,980;"mentioned his wrist injury"
15:30,980;15:36,300;"Yes, and this is the only been back for a couple of games and that he'd been had half a season or so at this point"
15:36,300;15:44,780;"And it's because they played even the fourth preseason game and he broke his hand wasn't it on like a handoff or something"
15:44,780;15:46,480;"- I think that hey, now some freak accident,"
15:46,480;15:49,700;"like a grope freaking his arm on a field goal block."
15:49,700;15:53,300;"- Yeah, it was that sort of freak ridiculous thing."
15:53,300;15:54,140;"Yeah."
15:54,140;15:58,660;"The one thing I was not a huge fan of was the way"
15:58,660;16:00,020;"that they compared."
16:00,020;16:06,060;"They said that Chad Pennington was the best play action"
16:06,060;16:09,260;"quarterback and had the best play fake"
16:09,260;16:11,500;"outside of anybody except for Peyton Manning."
16:11,500;16:16,060;"those two are like good gods gift of the play play action."
16:16,060;16:19,740;"When Greg found out his name is Chadwick, that's what he found out."
16:19,740;16:20,580;"Was like his thing."
16:20,580;16:21,980;"He was an awesome play figure."
16:21,980;16:25,020;"And then when he broke his wrist on the handoff, he couldn't do it as well anymore."
16:25,020;16:27,060;"But he was like, that was his whole game."
16:27,060;16:28,420;"He was doing it in this game though."
16:28,420;16:28,620;"Yeah."
16:28,620;16:30,700;"He had that he was ballsy with it too."
16:30,700;16:31,380;"He would like hand it."
16:31,380;16:35,700;"He would do what you see Brady doing now, he'd hand it off and just like stand"
16:35,700;16:40,460;"with his back to the defense as if like the plays over and then he would turn"
16:40,460;16:43,380;"And then he would have a paper defender right in his face."
16:43,380;16:45,620;"Well, also they have Curtis, my favorite Martin."
16:45,620;16:46,500;"That's true."
16:46,500;16:46,780;"Yeah."
16:46,780;16:50,420;"Who hit his ninth straight thousand yard season in this game."
16:50,420;16:52,340;"Yeah."
16:52,340;16:54,260;"He was only back since Barry Sanders."
16:54,260;16:54,620;"Yes."
16:54,620;16:57,220;"To start his career with nine 1000 yard seasons."
16:57,220;16:58,340;"Barry Sanders only had 10."
16:58,340;17:00,580;"That's incredibly fucking ridiculous."
17:00,580;17:03,580;"I think Martin gets hurt maybe next year or soon."
17:03,580;17:06,460;"I think he also sort of people Curtis Martin."
17:06,460;17:08,100;"I think doesn't he leave the league?"
17:08,100;17:10,420;"I thought he let the league in rushing yards the following year."
17:10,420;17:14,420;"He gets like hurt and then he comes back. I did him when I forgave him"
17:14,420;17:20,160;"Yeah, I did I remember learning a lot and then immediately forgetting it obviously"
17:20,160;17:24,720;"Yeah, I have to say watching him now that after you forgiven him is"
17:24,720;17:27,220;"harder than"
17:27,220;17:29,740;"Watching him before when I just like yeah fucking it's the Jets"
17:29,740;17:34,540;"I hate the Jets I hate Curtis Martin not but now I'll be like I hate the Jets but Curtis Martin's cool"
17:34,540;17:39,160;"But I still want to know when overcome my hatred for the Jets when I see him I'm rooting for Curtis Martin"
17:39,900;17:49,300;"Yeah, I understand what you say, but like the emotions are much more complex now than they used to be. It's just it's no longer a straight fuck the Jets. It's fuck the Jets."
17:49,300;17:56,140;"Jack Penning things. All right. And Chris Martin's cool. I guess, but still fuck the Jets. Like it's hard to do all at once."
17:56,140;18:02,980;"I think honestly, them two and Dural Rivas are the only players will ever be like, yeah, okay. Never like that."
18:03,140;18:06,140;"Like there's three because Revis came here and won Super Bowl."
18:06,140;18:08,140;"And I know that that really made me--"
18:08,140;18:10,140;"And that took a shit ton of money to go back."
18:10,140;18:12,140;"And I know that was Jetstand so deep, deep down inside."
18:12,140;18:14,140;"So when he's doing well at the jet, you know,"
18:14,140;18:18,140;"I know that it's going to lead to him really, really kicking him right"
18:18,140;18:20,140;"in the fucking deck."
18:20,140;18:22,140;"Just like he went to the pages for one year"
18:22,140;18:24,140;"and won a Super Bowl, then we gave him a big ass contract"
18:24,140;18:25,140;"and he didn't live up to it."
18:25,140;18:26,140;"Like what the fuck?"
18:26,140;18:28,140;"Sounds like that worked out great for the past."
18:28,140;18:29,140;"Oh yeah."
18:29,140;18:31,140;"Yeah, really did."
18:31,140;18:32,220;"It really did. Yeah."
18:32,220;18:38,760;"Um, I still also have a soft spot from Eloise. Um, even though I still, I still love Drew"
18:38,760;18:41,460;"blood self, but it wasn't Graham."
18:41,460;18:44,180;"I don't know. Never been a mo guy. Yeah."
18:44,180;18:47,700;"I see what you're saying though. What about Brian Cox Steve? He was a jet for a while."
18:47,700;18:53,220;"Uh, yeah. I mean, I guess I like him, but like, you know, he wasn't as big a name as"
18:53,220;18:55,300;"one of those other guys that have sort of hit us."
18:55,300;18:57,980;"True. It was like her medwards. You are her medwards guy."
18:58,500;19:00,460;"I have no real feelings words for me boots."
19:00,460;19:01,460;"I just, I don't know."
19:01,460;19:02,460;"He's just kind of existing."
19:02,460;19:04,220;"He's a little hilarious on his press conferences."
19:04,220;19:05,140;"He's not like a great coach."
19:05,140;19:07,940;"So like, yeah, he's one of those like,"
19:07,940;19:10,780;"Ned Flanders kind of coaches, you know?"
19:10,780;19:12,340;"He's always upbeat and like,"
19:12,340;19:14,220;"they showed a little thing at the beginning of this."
19:14,220;19:18,220;"He's like, it was like pregame and he's talking to"
19:18,220;19:22,900;"whoever was miked up, it was the center, Kevin Moai."
19:22,900;19:26,940;"And he's like, he's like literally giddy before the game."
19:26,940;19:31,100;"like, I can't wait to beat these guys. Like, bro, you're you're six and eight."
19:31,100;19:35,340;"You're already out of the playoffs and you haven't beaten the Patriots in a while."
19:35,340;19:37,780;"Like basically since Brady showed up."
19:37,780;19:42,180;"So fucking take it down a notch. Right."
19:42,180;19:45,180;"I don't know. I'm just not a fan of that type of coach."
19:45,180;19:47,020;"I'm a Bellagie."
19:47,020;19:49,740;"I was going to get there. There are maybe you just find it."
19:49,740;19:52,660;"Other people might stop shit. No."
19:52,660;19:54,660;"My pocket."
19:54,660;19:55,500;"You want to fuck? I want."
19:55,500;20:00,860;"Who's my her and Edwards podcast? Is it speaking of shit?"
20:00,860;20:04,940;"Mom, people, did you see that cow ripkin cameo in this?"
20:04,940;20:07,740;"No. Yeah. That was awesome."
20:07,740;20:12,260;"Dude, they were pushing the whole 200th game like real hard."
20:12,260;20:17,300;"And like, I guess one commentator had been there all 200 games and I didn't"
20:17,300;20:18,940;"know who who he was."
20:18,940;20:20,220;"Yeah."
20:20,220;20:21,260;"Are you still there?"
20:21,260;20:22,220;"Yeah."
20:22,220;20:23,220;"Who the heck is that?"
20:23,220;20:25,620;"And no, he was the original."
20:25,620;20:27,460;"I don't think he was."
20:27,460;20:31,420;"It was him and did they give one of the commentators like cows like, hey, you've done"
20:31,420;20:32,060;"two other games."
20:32,060;20:34,580;"I did fucking 3000 suck it."
20:34,580;20:36,860;"And he did a map on the whiteboard and they gave it to them."
20:36,860;20:37,260;"Yeah."
20:37,260;20:38,100;"That's all."
20:38,100;20:38,540;"I don't know."
20:38,540;20:40,580;"Who do the what was the commentators name that they gave?"
20:40,580;20:42,660;"Like, hey, congrats on 200 straight games."
20:42,660;20:43,500;"That's Paul McGuire."
20:43,500;20:44,140;"Yeah."
20:44,140;20:45,340;"And like, no, so forget."
20:45,340;20:46,460;"Yeah, I guess."
20:46,460;20:49,940;"I mean, he's like the voice of ESPN football, but OK."
20:49,940;20:51,700;"He's no, he's forgettable."
20:52,620;20:54,260;"Well, he's supposed to be the play by play guy."
20:54,260;20:56,980;"God is not bad."
20:56,980;21:00,380;"But yeah, they had that the other guy on who, I guess, was the original color"
21:00,380;21:02,460;"commentator guy and he was brutal."
21:02,460;21:03,380;"Yeah."
21:03,380;21:06,540;"It was felt like a company guy on to just like a lot of it was forced down."
21:06,540;21:10,220;"And actually, this is a good point, a good place to get to my request."
21:10,220;21:14,860;"Because there was a David Givens touchdown in this game where he runs the"
21:14,860;21:20,340;"end and out apparently and you can't see it on the broadcast."
21:20,940;21:27,140;"And I was like, oh, maybe they'll show a replay because, you know, obviously a Tom Brady touchdown pass, of course, you show a replay of a touchdown pass."
21:27,140;21:27,500;"Yeah."
21:27,500;21:32,140;"And they're trying so hard to fit so much fucking 200 content, then they immediately cut the commercial."
21:32,140;21:32,940;"It's so true."
21:32,940;21:35,340;"And I was like, come on, where's my replay?"
21:35,340;21:36,000;"Nope."
21:36,000;21:37,380;"Is it out there?"
21:37,380;21:38,240;"Does it exist?"
21:38,240;21:38,700;"Nope."
21:38,700;21:40,940;"Was all 22 tape back then?"
21:40,940;21:44,380;"Uh, no, I think that starts in 2009."
21:44,380;21:48,540;"Oh, it's available to the public on NFL game pass."
21:48,540;21:49,900;"So."
21:50,740;21:52,300;"So we'll never see that touchdown pass."
21:52,300;21:57,400;"Uh, not unless the pages themselves released their own all 22, which they"
21:57,400;21:59,200;"probably have, because they probably have it."
21:59,200;22:01,380;"Uh, is it on the website?"
22:01,380;22:03,740;"The touchdown?"
22:03,740;22:04,260;"Yeah."
22:04,260;22:05,000;"The touchdown will be."
22:05,000;22:08,500;"And when this airs, the rest of the highlights will be too."
22:08,500;22:10,600;"Oh, it's like weird."
22:10,600;22:12,580;"Not showing the site."
22:12,580;22:14,660;"Okay."
22:14,660;22:15,760;"Cool."
22:15,760;22:18,400;"We'll just throw the site on the bus right now."
22:18,400;22:19,000;"I'm watching it right now."
22:19,000;22:19,440;"Thanks, Steve."
